,index,description,dir_name,num_snps_found,num_coding_snps_found,num_overlapping_snps,num_overlapping_loci,num_original_list,num_original_coding_snps,p_value_threshold,percentage_loci_recovered,ld_based_clumping,r2_threshold,kb_radius,window_size
6556,6556,Arthropathy NOS,phecode-716.9-both_sexes.tsv,16,7,4,16,20,2,4.014667904278819e-07,0.8,True,0.2,500,
6560,6560,Spondylosis without myelopathy,phecode-721.1-both_sexes.tsv,1,1,0,0,0,0,3.373402505051061e-07,1.0,True,0.2,500,
6561,6561,Spondylosis with myelopathy,phecode-721.2-both_sexes.tsv,0,0,0,0,0,0,3.37538175186226e-07,1.0,True,0.2,500,
6562,6562,Other allied disorders of spine,phecode-721.8-both_sexes.tsv,0,0,0,0,0,0,3.37538175186226e-07,1.0,True,0.2,500,
6564,6564,Displacement of intervertebral disc,phecode-722.1-both_sexes.tsv,1,0,0,0,0,0,3.37538175186226e-07,1.0,True,0.2,500,
6565,6565,Degeneration of intervertebral disc,phecode-722.6-both_sexes.tsv,0,0,0,0,0,0,3.143585151364255e-07,1.0,True,0.2,500,
6566,6566,Intervertebral disc disorder with myelopathy,phecode-722.7-both_sexes.tsv,0,0,0,0,0,0,3.174960325859106e-07,1.0,True,0.2,500,
6567,6567,Other and unspecified disc disorder,phecode-722.9-both_sexes.tsv,0,0,0,0,0,0,3.175339578169801e-07,1.0,True,0.2,500,
6569,6569,Torticollis,phecode-723.1-both_sexes.tsv,0,0,0,0,0,0,3.931241634762038e-07,1.0,True,0.2,500,
6572,6572,Enthesopathy,phecode-726.1-both_sexes.tsv,1,0,0,0,0,0,3.024051534153101e-07,1.0,True,0.2,500,
6573,6573,Synoviopathy,phecode-726.2-both_sexes.tsv,0,0,0,0,0,0,3.090520621646977e-07,1.0,True,0.2,500,
6574,6574,Bursitis,phecode-726.3-both_sexes.tsv,1,0,0,0,0,0,4.062199408089103e-07,1.0,True,0.2,500,
6576,6576,Synovitis and tenosynovitis,phecode-727.1-both_sexes.tsv,1,0,0,1,1,0,3.0926445811418134e-07,1.0,True,0.2,500,
6577,6577,Bursitis disorders,phecode-727.2-both_sexes.tsv,0,0,0,0,0,0,3.3876373676291304e-07,1.0,True,0.2,500,
6578,6578,"Ganglion and cyst of synovium, tendon, and bursa",phecode-727.4-both_sexes.tsv,1,0,0,2,2,0,3.090888161784996e-07,1.0,True,0.2,500,
6579,6579,Rupture of synovium,phecode-727.5-both_sexes.tsv,0,0,0,0,0,0,3.3876373676291304e-07,1.0,True,0.2,500,
6580,6580,"Rupture of tendon, nontraumatic",phecode-727.6-both_sexes.tsv,1,1,0,0,0,0,3.9312429337687045e-07,1.0,True,0.2,500,
6581,6581,Contracture of tendon (sheath),phecode-727.7-both_sexes.tsv,1,1,0,0,1,0,3.387637583939073e-07,0.0,True,0.2,500,
6583,6583,Laxity of ligament or hypermobility syndrome,phecode-728.2-both_sexes.tsv,0,0,0,0,0,0,3.1411666637918e-07,1.0,True,0.2,500,
6584,6584,Fasciitis,phecode-728.7-both_sexes.tsv,81,14,26,95,99,2,3.315625976520323e-07,0.9595959595959596,True,0.2,500,
6585,6585,Contracture of palmar fascia [Dupuytren's disease],phecode-728.71-both_sexes.tsv,86,15,25,100,105,4,3.251803011143848e-07,0.9523809523809524,True,0.2,500,
6587,6587,"Rheumatism, unspecified and fibrositis",phecode-729.1-both_sexes.tsv,0,0,0,0,0,0,3.314527829236503e-07,1.0,True,0.2,500,
6588,6588,Panniculitis,phecode-729.3-both_sexes.tsv,0,0,0,0,0,0,3.570887468836601e-07,1.0,True,0.2,500,
6590,6590,Osteitis deformans [Paget's disease of bone],phecode-731.1-both_sexes.tsv,0,0,0,0,0,0,4.890508190885414e-07,1.0,True,0.2,500,
6592,6592,Juvenile osteochondrosis,phecode-732.1-both_sexes.tsv,2,2,0,0,0,0,5.030919085476092e-07,1.0,True,0.2,500,
6594,6594,Cyst of bone,phecode-733.2-both_sexes.tsv,0,0,0,0,0,0,3.840396382133917e-07,1.0,True,0.2,500,
6595,6595,Aseptic necrosis of bone,phecode-733.4-both_sexes.tsv,1,0,0,0,0,0,4.890510376786975e-07,1.0,True,0.2,500,
6596,6596,Malunion and nonunion of fracture,phecode-733.8-both_sexes.tsv,0,0,0,0,0,0,4.890508190885414e-07,1.0,True,0.2,500,
6598,6598,Flat foot,phecode-735.1-both_sexes.tsv,0,0,0,0,1,0,3.345767723979045e-07,1.0,True,0.2,500,
6599,6599,Acquired toe deformities,phecode-735.2-both_sexes.tsv,0,0,0,0,0,0,3.346002016883612e-07,1.0,True,0.2,500,
6600,6600,Hammer toe (acquired),phecode-735.21-both_sexes.tsv,1,0,0,1,1,0,3.345767510343181e-07,1.0,True,0.2,500,
6601,6601,Hallux rigidus,phecode-735.23-both_sexes.tsv,0,0,0,0,0,0,3.3454315096253e-07,1.0,True,0.2,500,
6602,6602,Hallux valgus (Bunion),phecode-735.3-both_sexes.tsv,5,3,1,4,4,1,3.151462710851388e-07,1.0,True,0.2,500,
6604,6604,Acquired deformities of finger,phecode-736.2-both_sexes.tsv,1,1,0,1,2,0,3.3876393411559493e-07,0.5,True,0.2,500,
6606,6606,Kyphosis (acquired),phecode-737.1-both_sexes.tsv,0,0,0,0,0,0,3.174959717670947e-07,1.0,True,0.2,500,
6607,6607,Kyphoscoliosis and scoliosis,phecode-737.3-both_sexes.tsv,0,0,0,0,0,0,3.375380081365646e-07,1.0,True,0.2,500,
6609,6609,Acquired spondylolisthesis,phecode-738.4-both_sexes.tsv,1,0,0,2,2,0,3.174960052190632e-07,1.0,True,0.2,500,
6612,6612,Osteoarthritis; localized,phecode-740.1-both_sexes.tsv,17,6,1,16,18,1,4.092824282994669e-07,0.8888888888888888,True,0.2,500,
6613,6613,"Osteoarthrosis, localized, primary",phecode-740.11-both_sexes.tsv,4,1,0,0,0,0,3.373403684100474e-07,1.0,True,0.2,500,
6614,6614,"Osteoarthrosis, localized, secondary",phecode-740.12-both_sexes.tsv,0,0,0,0,0,0,3.9717768850746114e-07,1.0,True,0.2,500,
6615,6615,"Osteoarthrosis, generalized",phecode-740.2-both_sexes.tsv,0,0,0,0,0,0,4.272765022169984e-07,1.0,True,0.2,500,
6616,6616,Osteoarthrosis NOS,phecode-740.9-both_sexes.tsv,5,1,0,1,1,0,5.031055044312592e-07,1.0,True,0.2,500,
6618,6618,Ankylosis of joint,phecode-741.1-both_sexes.tsv,1,0,0,0,0,0,4.014998533576986e-07,1.0,True,0.2,500,
6619,6619,Stiffness of joint,phecode-741.2-both_sexes.tsv,0,0,0,0,0,0,3.116967454849928e-07,1.0,True,0.2,500,
6620,6620,Difficulty in walking,phecode-741.3-both_sexes.tsv,0,0,0,0,0,0,3.198386132964313e-07,1.0,True,0.2,500,
6621,6621,Joint effusions,phecode-741.4-both_sexes.tsv,1,1,0,0,0,0,3.116659836318083e-07,1.0,True,0.2,500,
6622,6622,Hemarthrosis,phecode-741.5-both_sexes.tsv,0,0,0,0,0,0,3.019712757838654e-07,1.0,True,0.2,500,
6624,6624,Loose body in joint,phecode-742.1-both_sexes.tsv,0,0,0,0,0,0,3.116968098487719e-07,1.0,True,0.2,500,
6626,6626,Other derangement of joint,phecode-742.9-both_sexes.tsv,0,0,0,0,0,0,3.090891494717953e-07,1.0,True,0.2,500,
6628,6628,Osteoporosis,phecode-743.1-both_sexes.tsv,7,4,2,6,8,2,4.891148664876312e-07,0.75,True,0.2,500,
6629,6629,Osteoporosis NOS,phecode-743.11-both_sexes.tsv,,,,,,,,,,,,
6630,6630,Pathologic fracture,phecode-743.2-both_sexes.tsv,0,0,0,0,0,0,3.375383960846555e-07,1.0,True,0.2,500,
6631,6631,Pathologic fracture of vertebrae,phecode-743.21-both_sexes.tsv,0,0,0,0,1,0,5.030931653474506e-07,1.0,True,0.2,500,
6632,6632,Osteopenia or other disorder of bone and cartilage,phecode-743.9-both_sexes.tsv,0,0,0,0,0,0,4.304691897846814e-07,1.0,True,0.2,500,
6635,6635,Cardiac congenital anomalies,phecode-747.1-both_sexes.tsv,1,0,1,1,3,0,3.563119884426845e-07,0.3333333333333333,True,0.2,500,
6636,6636,Cardiac shunt/ heart septal defect,phecode-747.11-both_sexes.tsv,0,0,0,0,0,0,3.540951874922279e-07,1.0,True,0.2,500,
6637,6637,Valvular heart disease/ heart chambers,phecode-747.12-both_sexes.tsv,0,0,0,0,0,0,3.424956075721651e-07,1.0,True,0.2,500,
6638,6638,Congenital anomalies of great vessels,phecode-747.13-both_sexes.tsv,2,1,1,3,3,0,3.629576050741902e-07,1.0,True,0.2,500,
6639,6639,Congenital anomalies of peripheral vascular system,phecode-747.2-both_sexes.tsv,0,0,0,0,0,0,4.733788966389431e-07,1.0,True,0.2,500,
6642,6642,Upper gastrointestinal congenital anomalies,phecode-750.1-both_sexes.tsv,0,0,0,0,0,0,3.796621970187694e-07,1.0,True,0.2,500,
6643,6643,Congenital anomalies of mouth/tongue,phecode-750.13-both_sexes.tsv,0,0,0,0,0,0,4.1304122158825684e-07,1.0,True,0.2,500,
6644,6644,Congenital anomalies of esophagus,phecode-750.14-both_sexes.tsv,0,0,0,0,0,0,4.911432927881e-07,1.0,True,0.2,500,
6645,6645,Lower gastrointestinal congenital anomalies,phecode-750.2-both_sexes.tsv,0,0,0,0,0,0,4.472150102972201e-07,1.0,True,0.2,500,
6646,6646,Congenital anomalies of intestine,phecode-750.21-both_sexes.tsv,0,0,0,0,0,0,4.734057075560671e-07,1.0,True,0.2,500,
6647,6647,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",phecode-750.22-both_sexes.tsv,0,0,0,0,0,0,3.626845022722936e-07,1.0,True,0.2,500,
6649,6649,Congenital anomalies of genital organs,phecode-751.1-both_sexes.tsv,0,0,0,0,0,0,3.073133477259428e-07,1.0,True,0.2,500,
6650,6650,Congenital anomalies of female genital organs,phecode-751.11-females.tsv,0,0,0,0,0,0,3.42715894841196e-07,1.0,True,0.2,500,
6651,6651,Congenital anomalies of male genital organs,phecode-751.12-males.tsv,0,0,0,0,0,0,3.305059189631388e-07,1.0,True,0.2,500,
6652,6652,Congenital anomalies of urinary system,phecode-751.2-both_sexes.tsv,0,0,0,0,1,0,3.557341420910797e-07,1.0,True,0.2,500,
6653,6653,Cystic kidney disease,phecode-751.21-both_sexes.tsv,0,0,0,0,0,0,3.36704355135887e-07,1.0,True,0.2,500,
6654,6654,Other specified congenital anomalies of kidney,phecode-751.22-both_sexes.tsv,0,0,0,0,0,0,3.291289452259251e-07,1.0,True,0.2,500,
6656,6656,Neural tube defects,phecode-752.1-both_sexes.tsv,0,0,0,0,0,0,2.966715262318012e-07,1.0,True,0.2,500,
6657,6657,Spina bifida,phecode-752.11-both_sexes.tsv,0,0,0,0,0,0,2.787190996758471e-07,1.0,True,0.2,500,
6658,6658,Other specified congenital anomalies of nervous system,phecode-752.2-both_sexes.tsv,0,0,0,0,1,0,2.701140417531953e-07,1.0,True,0.2,500,
6662,6662,Congenital deformities of feet,phecode-755.1-both_sexes.tsv,1,1,1,1,1,1,3.106404535746136e-07,1.0,True,0.2,500,
6663,6663,"Other congenital anomalies of lower limb, including pelvic girdle",phecode-755.6-both_sexes.tsv,0,0,0,0,0,0,3.876696059167198e-07,1.0,True,0.2,500,
6664,6664,Congenital hip dysplasia and deformity,phecode-755.61-both_sexes.tsv,0,0,0,0,0,0,4.896429362246717e-07,1.0,True,0.2,500,
6666,6666,Congenital osteodystrophies,phecode-756.5-both_sexes.tsv,1,0,0,0,0,0,4.304690188524491e-07,1.0,True,0.2,500,
6670,6670,"Anomalies of endocrine glands, congenital",phecode-759.1-both_sexes.tsv,0,0,0,0,0,0,3.623342078717714e-07,1.0,True,0.2,500,
6678,6678,Swelling of limb,phecode-771.1-both_sexes.tsv,1,0,0,0,2,0,3.753845800296547e-07,0.0,True,0.2,500,
6680,6680,Muscular wasting and disuse atrophy,phecode-772.1-both_sexes.tsv,0,0,0,0,0,0,5.012389269503578e-07,1.0,True,0.2,500,
6685,6685,Edema,phecode-782.3-both_sexes.tsv,0,0,0,0,0,0,3.003748476174621e-07,1.0,True,0.2,500,
6686,6686,Pallor and flushing,phecode-782.6-both_sexes.tsv,0,0,0,0,0,0,3.785018515322934e-07,1.0,True,0.2,500,
6692,6692,Other abnormal blood chemistry,phecode-790.6-both_sexes.tsv,1,1,0,1,1,0,3.628740307619967e-07,1.0,True,0.2,500,
6697,6697,Cardiogenic shock,phecode-797.1-both_sexes.tsv,1,0,0,0,0,0,3.6727573247132e-07,1.0,True,0.2,500,
6699,6699,Chronic fatigue syndrome,phecode-798.1-both_sexes.tsv,0,0,0,0,0,0,4.367859173428662e-07,1.0,True,0.2,500,
6751,6751,Chronic dermatitis due to solar radiation,phecode-938.2-both_sexes.tsv,6,2,3,10,10,1,3.80550817227879e-07,1.0,True,0.2,500,
