,index,description,alpha,dir_name,num_snps_found,num_coding_snps_found,num_overlapping_snps,num_overlapping_loci,num_original_list,num_original_coding_snps,p_value_threshold,percentage_loci_recovered,ld_based_clumping,r2_threshold,kb_radius,window_size
776,4475,Frequency of stair climbing in last 4 weeks,0.05,continuous-943-both_sexes.tsv,22,21,1,12,15,1,1.823136346842461e-06,0.8,True,0.2,500,
777,4475,Frequency of stair climbing in last 4 weeks,0.1,continuous-943-both_sexes.tsv,22,21,1,12,15,1,1.823072803148948e-06,0.8,True,0.2,500,
778,4475,Frequency of stair climbing in last 4 weeks,0.25,continuous-943-both_sexes.tsv,22,21,1,12,15,1,1.820331938173702e-06,0.8,True,0.2,500,
779,4475,Frequency of stair climbing in last 4 weeks,0.5,continuous-943-both_sexes.tsv,21,20,1,12,15,1,1.810101626485177e-06,0.8,True,0.2,500,
780,4491,"LDL direct, adjusted by medication",0.01,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
781,4491,"LDL direct, adjusted by medication",0.025,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
782,4491,"LDL direct, adjusted by medication",0.05,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
783,4491,"LDL direct, adjusted by medication",0.1,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
784,4491,"LDL direct, adjusted by medication",0.25,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
785,4491,"LDL direct, adjusted by medication",0.5,continuous-LDLC-both_sexes-medadj_irnt.tsv,,,,,,,,,,,,
786,4504,"Mean arterial pressure, manual reading",0.01,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.8176625964595912e-06,0.5,True,0.2,500,
787,4504,"Mean arterial pressure, manual reading",0.025,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.8176625964595912e-06,0.5,True,0.2,500,
788,4504,"Mean arterial pressure, manual reading",0.05,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.8176625964595912e-06,0.5,True,0.2,500,
789,4504,"Mean arterial pressure, manual reading",0.1,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.8175274850435803e-06,0.5,True,0.2,500,
790,4504,"Mean arterial pressure, manual reading",0.25,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.8140520146274684e-06,0.5,True,0.2,500,
791,4504,"Mean arterial pressure, manual reading",0.5,continuous-MAP-both_sexes-manual_raw.tsv,1,1,1,1,2,1,1.7997049919867037e-06,0.5,True,0.2,500,
792,4506,Non-albumin protein,0.01,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
793,4506,Non-albumin protein,0.025,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
794,4506,Non-albumin protein,0.05,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
795,4506,Non-albumin protein,0.1,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
796,4506,Non-albumin protein,0.25,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
797,4506,Non-albumin protein,0.5,continuous-NAP-both_sexes-irnt.tsv,,,,,,,,,,,,
798,4998,M16 Coxarthrosis [arthrosis of hip],0.01,icd10-M16-both_sexes.tsv,18,18,3,23,30,3,1.896428977155992e-06,0.7666666666666667,True,0.2,500,
799,4998,M16 Coxarthrosis [arthrosis of hip],0.025,icd10-M16-both_sexes.tsv,18,18,3,23,30,3,1.8964243933094845e-06,0.7666666666666667,True,0.2,500,
800,4998,M16 Coxarthrosis [arthrosis of hip],0.05,icd10-M16-both_sexes.tsv,18,18,3,23,30,3,1.8963648053213064e-06,0.7666666666666667,True,0.2,500,
801,4998,M16 Coxarthrosis [arthrosis of hip],0.1,icd10-M16-both_sexes.tsv,18,18,3,23,30,3,1.8962593895919328e-06,0.7666666666666667,True,0.2,500,
802,4998,M16 Coxarthrosis [arthrosis of hip],0.25,icd10-M16-both_sexes.tsv,18,18,3,23,30,3,1.8949129332206253e-06,0.7666666666666667,True,0.2,500,
803,4998,M16 Coxarthrosis [arthrosis of hip],0.5,icd10-M16-both_sexes.tsv,30,8,9,29,30,3,1.7605024707076086e-07,0.9666666666666668,True,0.2,500,
804,4999,M17 Gonarthrosis [arthrosis of knee],0.01,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.82887311955338e-06,0.5384615384615384,True,0.2,500,
805,4999,M17 Gonarthrosis [arthrosis of knee],0.025,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.82887311955338e-06,0.5384615384615384,True,0.2,500,
806,4999,M17 Gonarthrosis [arthrosis of knee],0.05,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.82887311955338e-06,0.5384615384615384,True,0.2,500,
807,4999,M17 Gonarthrosis [arthrosis of knee],0.1,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.828839001093676e-06,0.5384615384615384,True,0.2,500,
808,4999,M17 Gonarthrosis [arthrosis of knee],0.25,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.826692101469023e-06,0.5384615384615384,True,0.2,500,
809,4999,M17 Gonarthrosis [arthrosis of knee],0.5,icd10-M17-both_sexes.tsv,13,13,2,7,13,2,1.8183654494909563e-06,0.5384615384615384,True,0.2,500,
810,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.01,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,1.897125979587346e-06,1.0,True,0.2,500,
811,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.025,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,1.897125979587346e-06,1.0,True,0.2,500,
812,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.05,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,1.8965252430516948e-06,1.0,True,0.2,500,
813,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.1,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,1.1910264895635674e-06,1.0,True,0.2,500,
814,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.25,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,2.2939016888458522e-07,1.0,True,0.2,500,
815,5160,R19 Other symptoms and signs involving the digestive system and abdomen,0.5,icd10-R19-both_sexes.tsv,0,0,0,0,0,0,9.64722921586054e-08,1.0,True,0.2,500,
816,5814,Alcohol-related disorders,0.01,phecode-317-both_sexes.tsv,2,2,0,3,3,0,1.8971236824988452e-06,1.0,True,0.2,500,
817,5814,Alcohol-related disorders,0.025,phecode-317-both_sexes.tsv,2,2,0,3,3,0,1.8971236824988452e-06,1.0,True,0.2,500,
818,5814,Alcohol-related disorders,0.05,phecode-317-both_sexes.tsv,2,2,0,3,3,0,1.897050289784638e-06,1.0,True,0.2,500,
819,5814,Alcohol-related disorders,0.1,phecode-317-both_sexes.tsv,2,2,0,3,3,0,1.854212455510968e-06,1.0,True,0.2,500,
820,5814,Alcohol-related disorders,0.25,phecode-317-both_sexes.tsv,2,0,0,3,3,0,2.302138710277511e-07,1.0,True,0.2,500,
821,5814,Alcohol-related disorders,0.5,phecode-317-both_sexes.tsv,2,0,2,3,3,0,9.14821885035899e-08,1.0,True,0.2,500,
822,5821,Sleep disorders,0.01,phecode-327-both_sexes.tsv,0,0,0,0,1,0,1.8970204792185496e-06,1.0,True,0.2,500,
823,5821,Sleep disorders,0.025,phecode-327-both_sexes.tsv,0,0,0,0,1,0,1.75656021779332e-06,1.0,True,0.2,500,
824,5821,Sleep disorders,0.05,phecode-327-both_sexes.tsv,1,0,0,0,1,0,9.869151977821132e-07,0.0,True,0.2,500,
825,5821,Sleep disorders,0.1,phecode-327-both_sexes.tsv,2,0,0,0,1,0,3.9288898748255483e-07,0.0,True,0.2,500,
826,5821,Sleep disorders,0.25,phecode-327-both_sexes.tsv,0,0,0,0,1,0,1.3246501596829166e-07,1.0,True,0.2,500,
827,5821,Sleep disorders,0.5,phecode-327-both_sexes.tsv,1,0,1,1,1,0,7.700141796139393e-08,1.0,True,0.2,500,
828,6102,Other disorders of circulatory system,0.01,phecode-459-both_sexes.tsv,7,7,2,12,15,2,1.6905617120485068e-06,0.8,True,0.2,500,
829,6102,Other disorders of circulatory system,0.025,phecode-459-both_sexes.tsv,7,5,2,12,15,2,6.667641135029022e-07,0.8,True,0.2,500,
830,6102,Other disorders of circulatory system,0.05,phecode-459-both_sexes.tsv,12,3,4,14,15,2,2.474262046207535e-07,0.9333333333333332,True,0.2,500,
831,6102,Other disorders of circulatory system,0.1,phecode-459-both_sexes.tsv,12,2,6,14,15,2,1.254225843394256e-07,0.9333333333333332,True,0.2,500,
832,6102,Other disorders of circulatory system,0.25,phecode-459-both_sexes.tsv,14,2,12,15,15,2,7.372695950292648e-08,1.0,True,0.2,500,
833,6102,Other disorders of circulatory system,0.5,phecode-459-both_sexes.tsv,15,2,14,15,15,2,6.049067430169441e-08,1.0,True,0.2,500,
834,6238,Diaphragmatic hernia,0.01,phecode-550.2-both_sexes.tsv,18,16,3,16,18,3,1.3841856879231927e-06,0.8888888888888888,True,0.2,500,
835,6238,Diaphragmatic hernia,0.025,phecode-550.2-both_sexes.tsv,22,6,6,18,18,3,3.55472699141206e-07,1.0,True,0.2,500,
836,6238,Diaphragmatic hernia,0.05,phecode-550.2-both_sexes.tsv,21,4,9,18,18,3,2.076647463223987e-07,1.0,True,0.2,500,
837,6238,Diaphragmatic hernia,0.1,phecode-550.2-both_sexes.tsv,22,4,9,18,18,3,1.348152779911329e-07,1.0,True,0.2,500,
838,6238,Diaphragmatic hernia,0.25,phecode-550.2-both_sexes.tsv,19,4,14,18,18,3,8.068841759411218e-08,1.0,True,0.2,500,
839,6238,Diaphragmatic hernia,0.5,phecode-550.2-both_sexes.tsv,18,3,16,18,18,3,6.282222550688998e-08,1.0,True,0.2,500,
840,6240,Umbilical hernia,0.01,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.83117397189936e-06,0.6666666666666666,True,0.2,500,
841,6240,Umbilical hernia,0.025,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.83117397189936e-06,0.6666666666666666,True,0.2,500,
842,6240,Umbilical hernia,0.05,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.83117397189936e-06,0.6666666666666666,True,0.2,500,
843,6240,Umbilical hernia,0.1,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.831114139947815e-06,0.6666666666666666,True,0.2,500,
844,6240,Umbilical hernia,0.25,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.82846835425338e-06,0.6666666666666666,True,0.2,500,
845,6240,Umbilical hernia,0.5,phecode-550.4-both_sexes.tsv,4,4,0,6,9,0,1.8170433912624596e-06,0.6666666666666666,True,0.2,500,
846,6289,Cholelithiasis,0.01,phecode-574.1-both_sexes.tsv,34,34,10,50,57,10,1.897125495989767e-06,0.8771929824561403,True,0.2,500,
847,6289,Cholelithiasis,0.025,phecode-574.1-both_sexes.tsv,34,34,10,50,57,10,1.897125495989767e-06,0.8771929824561403,True,0.2,500,
848,6289,Cholelithiasis,0.05,phecode-574.1-both_sexes.tsv,34,34,10,50,57,10,1.897125495989767e-06,0.8771929824561403,True,0.2,500,
849,6289,Cholelithiasis,0.1,phecode-574.1-both_sexes.tsv,34,34,10,50,57,10,1.8971209087743728e-06,0.8771929824561403,True,0.2,500,
850,6289,Cholelithiasis,0.25,phecode-574.1-both_sexes.tsv,34,34,10,50,57,10,1.8971163215811629e-06,0.8771929824561403,True,0.2,500,
851,6289,Cholelithiasis,0.5,phecode-574.1-both_sexes.tsv,42,14,21,52,57,10,1.7047481168406206e-07,0.912280701754386,True,0.2,500,
852,6345,Urinary calculus,0.01,phecode-594-both_sexes.tsv,14,14,0,12,17,0,1.8971072681595176e-06,0.7058823529411765,True,0.2,500,
853,6345,Urinary calculus,0.025,phecode-594-both_sexes.tsv,14,14,0,12,17,0,1.8971072681595176e-06,0.7058823529411765,True,0.2,500,
854,6345,Urinary calculus,0.05,phecode-594-both_sexes.tsv,14,14,0,12,17,0,1.8971072681595176e-06,0.7058823529411765,True,0.2,500,
855,6345,Urinary calculus,0.1,phecode-594-both_sexes.tsv,14,14,0,12,17,0,1.8971072681595176e-06,0.7058823529411765,True,0.2,500,
856,6345,Urinary calculus,0.25,phecode-594-both_sexes.tsv,15,10,0,13,17,0,1.202360851442057e-06,0.7647058823529411,True,0.2,500,
857,6345,Urinary calculus,0.5,phecode-594-both_sexes.tsv,13,0,6,15,17,0,1.225764856561859e-07,0.8823529411764706,True,0.2,500,
858,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.01,phecode-714-both_sexes.tsv,,,,,,,,,,,,
859,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.025,phecode-714-both_sexes.tsv,,,,,,,,,,,,
860,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.05,phecode-714-both_sexes.tsv,,,,,,,,,,,,
861,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.1,phecode-714-both_sexes.tsv,,,,,,,,,,,,
862,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.25,phecode-714-both_sexes.tsv,,,,,,,,,,,,
863,6549,Rheumatoid arthritis and other inflammatory polyarthropathies,0.5,phecode-714-both_sexes.tsv,,,,,,,,,,,,
864,6671,Back pain,0.01,phecode-760-both_sexes.tsv,,,,,,,,,,,,
865,6671,Back pain,0.025,phecode-760-both_sexes.tsv,,,,,,,,,,,,
866,6671,Back pain,0.05,phecode-760-both_sexes.tsv,,,,,,,,,,,,
867,6671,Back pain,0.1,phecode-760-both_sexes.tsv,,,,,,,,,,,,
868,6671,Back pain,0.25,phecode-760-both_sexes.tsv,,,,,,,,,,,,
869,6671,Back pain,0.5,phecode-760-both_sexes.tsv,,,,,,,,,,,,
870,6760,Poisoning by antibiotics,0.01,phecode-960-both_sexes.tsv,,,,,,,,,,,,
871,6760,Poisoning by antibiotics,0.025,phecode-960-both_sexes.tsv,,,,,,,,,,,,
872,6760,Poisoning by antibiotics,0.05,phecode-960-both_sexes.tsv,,,,,,,,,,,,
873,6760,Poisoning by antibiotics,0.1,phecode-960-both_sexes.tsv,,,,,,,,,,,,
874,6760,Poisoning by antibiotics,0.25,phecode-960-both_sexes.tsv,,,,,,,,,,,,
875,6760,Poisoning by antibiotics,0.5,phecode-960-both_sexes.tsv,,,,,,,,,,,,
876,6790,GABA agonist|sedative,0.01,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
877,6790,GABA agonist|sedative,0.025,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
878,6790,GABA agonist|sedative,0.05,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
879,6790,GABA agonist|sedative,0.1,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
880,6790,GABA agonist|sedative,0.25,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
881,6790,GABA agonist|sedative,0.5,prescriptions-GABA_agonist|sedative-both_sexes.tsv,,,,,,,,,,,,
882,6825,amoxicillin/clavulanic acid,0.01,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
883,6825,amoxicillin/clavulanic acid,0.025,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
884,6825,amoxicillin/clavulanic acid,0.05,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
885,6825,amoxicillin/clavulanic acid,0.1,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
886,6825,amoxicillin/clavulanic acid,0.25,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
887,6825,amoxicillin/clavulanic acid,0.5,prescriptions-amoxicillin_clavulanic_acid-both_sexes.tsv,,,,,,,,,,,,
888,6884,biguanides|diabetes,0.01,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
889,6884,biguanides|diabetes,0.025,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
890,6884,biguanides|diabetes,0.05,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
891,6884,biguanides|diabetes,0.1,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
892,6884,biguanides|diabetes,0.25,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
893,6884,biguanides|diabetes,0.5,prescriptions-biguanides|diabetes-both_sexes.tsv,,,,,,,,,,,,
894,7043,latanoprost,0.01,,,,,,,,,,,,,
895,7043,latanoprost,0.025,,,,,,,,,,,,,
896,7043,latanoprost,0.05,,,,,,,,,,,,,
897,7043,latanoprost,0.1,,,,,,,,,,,,,
898,7043,latanoprost,0.25,,,,,,,,,,,,,
899,7043,latanoprost,0.5,,,,,,,,,,,,,
