,index,description,alpha,dir_name,num_snps_found,num_coding_snps_found,num_overlapping_snps,num_overlapping_loci,num_original_list,num_original_coding_snps,p_value_threshold,percentage_loci_recovered,ld_based_clumping,r2_threshold,kb_radius,window_size
214,833,Treatment/medication code,0.25,categorical-20003-both_sexes-1140923346.tsv,3,1,1,3,4,0,1.0444482635231773e-07,0.75,True,0.2,500,
215,833,Treatment/medication code,0.5,categorical-20003-both_sexes-1140923346.tsv,4,0,4,4,4,0,7.390901618203095e-08,1.0,True,0.2,500,
216,1132,Operation code,0.01,categorical-20004-both_sexes-1477.tsv,4,4,0,2,2,0,1.897125979587346e-06,1.0,True,0.2,500,
217,1132,Operation code,0.025,categorical-20004-both_sexes-1477.tsv,4,4,0,2,2,0,1.897098456620717e-06,1.0,True,0.2,500,
218,1132,Operation code,0.05,categorical-20004-both_sexes-1477.tsv,4,4,0,2,2,0,1.89068907765528e-06,1.0,True,0.2,500,
219,1132,Operation code,0.1,categorical-20004-both_sexes-1477.tsv,3,3,0,2,2,0,1.4295946386695796e-06,1.0,True,0.2,500,
220,1132,Operation code,0.25,categorical-20004-both_sexes-1477.tsv,2,1,0,2,2,0,2.983072738443944e-07,1.0,True,0.2,500,
221,1132,Operation code,0.5,categorical-20004-both_sexes-1477.tsv,2,1,0,2,2,0,1.0104844097113509e-07,1.0,True,0.2,500,
222,1134,Operation code,0.01,categorical-20004-both_sexes-1479.tsv,108,108,15,148,214,18,1.897125979587346e-06,0.6915887850467289,True,0.2,500,
223,1134,Operation code,0.025,categorical-20004-both_sexes-1479.tsv,108,108,15,148,214,18,1.897098456620717e-06,0.6915887850467289,True,0.2,500,
224,1134,Operation code,0.05,categorical-20004-both_sexes-1479.tsv,108,108,15,148,214,18,1.89068907765528e-06,0.6915887850467289,True,0.2,500,
225,1134,Operation code,0.1,categorical-20004-both_sexes-1479.tsv,122,95,18,167,214,18,1.4295946386695796e-06,0.780373831775701,True,0.2,500,
226,1134,Operation code,0.25,categorical-20004-both_sexes-1479.tsv,172,45,43,196,214,18,2.983072738443944e-07,0.9158878504672896,True,0.2,500,
227,1134,Operation code,0.5,categorical-20004-both_sexes-1479.tsv,194,24,106,206,214,18,1.0104844097113509e-07,0.9626168224299064,True,0.2,500,
228,1135,Operation code,0.01,categorical-20004-both_sexes-1480.tsv,0,0,0,0,5,0,1.897125979587346e-06,1.0,True,0.2,500,
229,1135,Operation code,0.025,categorical-20004-both_sexes-1480.tsv,0,0,0,0,5,0,1.897098456620717e-06,1.0,True,0.2,500,
230,1135,Operation code,0.05,categorical-20004-both_sexes-1480.tsv,0,0,0,0,5,0,1.89068907765528e-06,1.0,True,0.2,500,
231,1135,Operation code,0.1,categorical-20004-both_sexes-1480.tsv,3,0,1,2,5,0,1.4295946386695796e-06,0.4,True,0.2,500,
232,1135,Operation code,0.25,categorical-20004-both_sexes-1480.tsv,4,0,1,3,5,0,2.983072738443944e-07,0.6,True,0.2,500,
233,1135,Operation code,0.5,categorical-20004-both_sexes-1480.tsv,4,0,1,4,5,0,1.0104844097113509e-07,0.8,True,0.2,500,
234,1138,Operation code,0.01,categorical-20004-both_sexes-1483.tsv,9,9,0,5,10,0,1.897125979587346e-06,0.5,True,0.2,500,
235,1138,Operation code,0.025,categorical-20004-both_sexes-1483.tsv,9,9,0,5,10,0,1.897098456620717e-06,0.5,True,0.2,500,
236,1138,Operation code,0.05,categorical-20004-both_sexes-1483.tsv,9,9,0,5,10,0,1.89068907765528e-06,0.5,True,0.2,500,
237,1138,Operation code,0.1,categorical-20004-both_sexes-1483.tsv,10,9,0,6,10,0,1.4295946386695796e-06,0.6,True,0.2,500,
238,1138,Operation code,0.25,categorical-20004-both_sexes-1483.tsv,13,2,3,8,10,0,2.983072738443944e-07,0.8,True,0.2,500,
239,1138,Operation code,0.5,categorical-20004-both_sexes-1483.tsv,15,2,5,10,10,0,1.0104844097113509e-07,1.0,True,0.2,500,
240,1434,Illnesses of father,0.01,categorical-20107-both_sexes-101.tsv,2,2,1,1,3,1,8.573606515458148e-07,0.3333333333333333,True,0.2,500,
241,1434,Illnesses of father,0.025,categorical-20107-both_sexes-101.tsv,3,2,1,1,3,1,4.3323199906350245e-07,0.3333333333333333,True,0.2,500,
242,1434,Illnesses of father,0.05,categorical-20107-both_sexes-101.tsv,2,2,1,1,3,1,2.7293311510310855e-07,0.3333333333333333,True,0.2,500,
243,1434,Illnesses of father,0.1,categorical-20107-both_sexes-101.tsv,2,2,1,1,3,1,1.7818530139712217e-07,0.3333333333333333,True,0.2,500,
244,1434,Illnesses of father,0.25,categorical-20107-both_sexes-101.tsv,3,2,1,3,3,1,1.0015658872612233e-07,1.0,True,0.2,500,
245,1434,Illnesses of father,0.5,categorical-20107-both_sexes-101.tsv,3,1,1,3,3,1,6.605305396193582e-08,1.0,True,0.2,500,
246,1443,Illnesses of father,0.01,categorical-20107-both_sexes-9.tsv,19,8,2,22,37,1,8.573612606065904e-07,0.5945945945945946,True,0.2,500,
247,1443,Illnesses of father,0.025,categorical-20107-both_sexes-9.tsv,29,6,4,31,37,1,4.33232072631615e-07,0.8378378378378378,True,0.2,500,
248,1443,Illnesses of father,0.05,categorical-20107-both_sexes-9.tsv,31,3,8,32,37,1,2.7293310568735764e-07,0.8648648648648649,True,0.2,500,
249,1443,Illnesses of father,0.1,categorical-20107-both_sexes-9.tsv,33,2,13,32,37,1,1.781853141993354e-07,0.8648648648648649,True,0.2,500,
250,1443,Illnesses of father,0.25,categorical-20107-both_sexes-9.tsv,34,2,23,36,37,1,1.0015657600053921e-07,0.972972972972973,True,0.2,500,
251,1443,Illnesses of father,0.5,categorical-20107-both_sexes-9.tsv,36,1,33,36,37,1,6.60530565099271e-08,0.972972972972973,True,0.2,500,
252,1454,Illnesses of mother,0.01,categorical-20110-both_sexes-100.tsv,3,3,0,2,7,0,1.897121869007924e-06,0.2857142857142857,True,0.2,500,
253,1454,Illnesses of mother,0.025,categorical-20110-both_sexes-100.tsv,3,3,0,2,7,0,1.897121869007924e-06,0.2857142857142857,True,0.2,500,
254,1454,Illnesses of mother,0.05,categorical-20110-both_sexes-100.tsv,3,3,0,2,7,0,1.897121869007924e-06,0.2857142857142857,True,0.2,500,
255,1454,Illnesses of mother,0.1,categorical-20110-both_sexes-100.tsv,3,3,0,2,7,0,1.8971172818013e-06,0.2857142857142857,True,0.2,500,
256,1454,Illnesses of mother,0.25,categorical-20110-both_sexes-100.tsv,3,3,0,2,7,0,1.896869605581908e-06,0.2857142857142857,True,0.2,500,
257,1454,Illnesses of mother,0.5,categorical-20110-both_sexes-100.tsv,7,0,2,6,7,0,1.362405291207235e-07,0.8571428571428571,True,0.2,500,
258,1465,Illnesses of siblings,0.01,categorical-20111-both_sexes-1.tsv,8,8,2,9,10,2,1.8970238210375643e-06,0.9,True,0.2,500,
259,1465,Illnesses of siblings,0.025,categorical-20111-both_sexes-1.tsv,8,8,2,9,10,2,1.744240803359633e-06,0.9,True,0.2,500,
260,1465,Illnesses of siblings,0.05,categorical-20111-both_sexes-1.tsv,9,4,1,9,10,2,9.441289373868842e-07,0.9,True,0.2,500,
261,1465,Illnesses of siblings,0.1,categorical-20111-both_sexes-1.tsv,10,4,2,10,10,2,3.816279993949042e-07,1.0,True,0.2,500,
262,1465,Illnesses of siblings,0.25,categorical-20111-both_sexes-1.tsv,9,3,4,10,10,2,1.4275067606452302e-07,1.0,True,0.2,500,
263,1465,Illnesses of siblings,0.5,categorical-20111-both_sexes-1.tsv,11,3,7,10,10,2,8.167225302971583e-08,1.0,True,0.2,500,
264,1468,Illnesses of siblings,0.01,categorical-20111-both_sexes-101.tsv,2,2,0,0,0,0,1.8970208058802904e-06,1.0,True,0.2,500,
265,1468,Illnesses of siblings,0.025,categorical-20111-both_sexes-101.tsv,1,1,0,0,0,0,1.744238370697091e-06,1.0,True,0.2,500,
266,1468,Illnesses of siblings,0.05,categorical-20111-both_sexes-101.tsv,2,0,0,0,0,0,9.441229028632488e-07,1.0,True,0.2,500,
267,1468,Illnesses of siblings,0.1,categorical-20111-both_sexes-101.tsv,0,0,0,0,0,0,3.816279443059525e-07,1.0,True,0.2,500,
268,1468,Illnesses of siblings,0.25,categorical-20111-both_sexes-101.tsv,0,0,0,0,0,0,1.4275069043772634e-07,1.0,True,0.2,500,
269,1468,Illnesses of siblings,0.5,categorical-20111-both_sexes-101.tsv,0,0,0,0,0,0,8.16722526780741e-08,1.0,True,0.2,500,
270,1557,Smoking status,0.01,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.8966578351290525e-06,0.475,True,0.2,500,
271,1557,Smoking status,0.025,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.8966440803341776e-06,0.475,True,0.2,500,
272,1557,Smoking status,0.05,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.8966349105817623e-06,0.475,True,0.2,500,
273,1557,Smoking status,0.1,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.896602817146545e-06,0.475,True,0.2,500,
274,1557,Smoking status,0.25,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.896497374934736e-06,0.475,True,0.2,500,
275,1557,Smoking status,0.5,categorical-20116-both_sexes-1.tsv,23,23,2,19,40,2,1.89608488764941e-06,0.475,True,0.2,500,
276,1561,Alcohol drinker status,0.01,categorical-20117-both_sexes-2.tsv,3,3,0,0,0,0,1.8971258586879517e-06,1.0,True,0.2,500,
277,1561,Alcohol drinker status,0.025,categorical-20117-both_sexes-2.tsv,3,3,0,0,0,0,1.8971258586879517e-06,1.0,True,0.2,500,
278,1561,Alcohol drinker status,0.05,categorical-20117-both_sexes-2.tsv,3,3,0,0,0,0,1.8971258586879517e-06,1.0,True,0.2,500,
279,1561,Alcohol drinker status,0.1,categorical-20117-both_sexes-2.tsv,3,3,0,0,0,0,1.8971166842775928e-06,1.0,True,0.2,500,
280,1561,Alcohol drinker status,0.25,categorical-20117-both_sexes-2.tsv,2,1,0,0,0,0,9.083252583137968e-07,1.0,True,0.2,500,
281,1561,Alcohol drinker status,0.5,categorical-20117-both_sexes-2.tsv,1,0,0,0,0,0,1.3357317322934245e-07,1.0,True,0.2,500,
282,1581,Risk taking,0.01,categorical-2040-both_sexes-2040.tsv,28,28,0,25,39,0,1.896604259330884e-06,0.6410256410256411,True,0.2,500,
283,1581,Risk taking,0.025,categorical-2040-both_sexes-2040.tsv,28,28,0,25,39,0,1.8965859206544123e-06,0.6410256410256411,True,0.2,500,
284,1581,Risk taking,0.05,categorical-2040-both_sexes-2040.tsv,28,28,0,25,39,0,1.8965217380794689e-06,0.6410256410256411,True,0.2,500,
285,1581,Risk taking,0.1,categorical-2040-both_sexes-2040.tsv,28,28,0,25,39,0,1.8963750513619992e-06,0.6410256410256411,True,0.2,500,
286,1581,Risk taking,0.25,categorical-2040-both_sexes-2040.tsv,49,12,1,36,39,0,6.299871447131127e-07,0.9230769230769232,True,0.2,500,
287,1581,Risk taking,0.5,categorical-2040-both_sexes-2040.tsv,38,2,19,38,39,0,1.0261414636028404e-07,0.9743589743589745,True,0.2,500,
288,1716,Wears glasses or contact lenses,0.01,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.8097674901390905e-06,1.0,True,0.2,500,
289,1716,Wears glasses or contact lenses,0.025,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.8097674901390905e-06,1.0,True,0.2,500,
290,1716,Wears glasses or contact lenses,0.05,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.8097674901390905e-06,1.0,True,0.2,500,
291,1716,Wears glasses or contact lenses,0.1,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.8092124529876887e-06,1.0,True,0.2,500,
292,1716,Wears glasses or contact lenses,0.25,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.797066611084898e-06,1.0,True,0.2,500,
293,1716,Wears glasses or contact lenses,0.5,categorical-2207-both_sexes-2207.tsv,0,0,0,0,1,0,1.710006276944e-06,1.0,True,0.2,500,
294,1741,Hearing difficulty/problems with background noise,0.01,,,,,,,,,,,,,
295,1741,Hearing difficulty/problems with background noise,0.025,,,,,,,,,,,,,
296,1741,Hearing difficulty/problems with background noise,0.05,,,,,,,,,,,,,
297,1741,Hearing difficulty/problems with background noise,0.1,,,,,,,,,,,,,
298,1741,Hearing difficulty/problems with background noise,0.25,,,,,,,,,,,,,
299,1741,Hearing difficulty/problems with background noise,0.5,,,,,,,,,,,,,
300,1852,Back pain for 3+ months,0.01,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.8964605570017128e-06,1.0,True,0.2,500,
301,1852,Back pain for 3+ months,0.025,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.8964513811272552e-06,1.0,True,0.2,500,
302,1852,Back pain for 3+ months,0.05,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.896423854036636e-06,1.0,True,0.2,500,
303,1852,Back pain for 3+ months,0.1,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.896286230569384e-06,1.0,True,0.2,500,
304,1852,Back pain for 3+ months,0.25,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.893044105075561e-06,1.0,True,0.2,500,
305,1852,Back pain for 3+ months,0.5,categorical-3571-both_sexes-3571.tsv,0,0,0,0,0,0,1.5469090859578606e-07,1.0,True,0.2,500,
306,1854,Chest pain or discomfort walking normally,0.01,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7894133284444035e-06,1.0,True,0.2,500,
307,1854,Chest pain or discomfort walking normally,0.025,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7894133284444035e-06,1.0,True,0.2,500,
308,1854,Chest pain or discomfort walking normally,0.05,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7893887241444108e-06,1.0,True,0.2,500,
309,1854,Chest pain or discomfort walking normally,0.1,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7887615430256186e-06,1.0,True,0.2,500,
310,1854,Chest pain or discomfort walking normally,0.25,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7816312467770713e-06,1.0,True,0.2,500,
311,1854,Chest pain or discomfort walking normally,0.5,categorical-3606-both_sexes-3606.tsv,0,0,0,0,0,0,1.7423721551922273e-06,1.0,True,0.2,500,
312,3417,PM: final answer,0.01,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
313,3417,PM: final answer,0.025,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
314,3417,PM: final answer,0.05,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
315,3417,PM: final answer,0.1,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
316,3417,PM: final answer,0.25,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
317,3417,PM: final answer,0.5,categorical-4293-both_sexes-3.tsv,,,,,,,,,,,,
318,3440,FI7 : synonym,0.01,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
319,3440,FI7 : synonym,0.025,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
320,3440,FI7 : synonym,0.05,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
321,3440,FI7 : synonym,0.1,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
322,3440,FI7 : synonym,0.25,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
323,3440,FI7 : synonym,0.5,categorical-5001-both_sexes-5001.tsv,,,,,,,,,,,,
324,3526,Qualifications,0.01,,,,,,,,,,,,,
325,3526,Qualifications,0.025,,,,,,,,,,,,,
326,3526,Qualifications,0.05,,,,,,,,,,,,,
327,3526,Qualifications,0.1,,,,,,,,,,,,,
328,3526,Qualifications,0.25,,,,,,,,,,,,,
329,3526,Qualifications,0.5,,,,,,,,,,,,,
330,3527,Qualifications,0.01,,,,,,,,,,,,,
331,3527,Qualifications,0.025,,,,,,,,,,,,,
332,3527,Qualifications,0.05,,,,,,,,,,,,,
333,3527,Qualifications,0.1,,,,,,,,,,,,,
334,3527,Qualifications,0.25,,,,,,,,,,,,,
335,3527,Qualifications,0.5,,,,,,,,,,,,,
336,3553,Current employment status,0.01,,,,,,,,,,,,,
337,3553,Current employment status,0.025,,,,,,,,,,,,,
338,3553,Current employment status,0.05,,,,,,,,,,,,,
339,3553,Current employment status,0.1,,,,,,,,,,,,,
340,3553,Current employment status,0.25,,,,,,,,,,,,,
341,3553,Current employment status,0.5,,,,,,,,,,,,,
342,3564,"Never eat eggs, dairy, wheat, sugar",0.01,categorical-6144-both_sexes-5.tsv,52,52,4,71,82,5,1.8971258586879517e-06,0.8658536585365854,True,0.2,500,
343,3564,"Never eat eggs, dairy, wheat, sugar",0.025,categorical-6144-both_sexes-5.tsv,52,52,4,71,82,5,1.8971258586879517e-06,0.8658536585365854,True,0.2,500,
344,3564,"Never eat eggs, dairy, wheat, sugar",0.05,categorical-6144-both_sexes-5.tsv,52,52,4,71,82,5,1.8971258586879517e-06,0.8658536585365854,True,0.2,500,
345,3564,"Never eat eggs, dairy, wheat, sugar",0.1,categorical-6144-both_sexes-5.tsv,52,52,4,71,82,5,1.8971258586879517e-06,0.8658536585365854,True,0.2,500,
346,3564,"Never eat eggs, dairy, wheat, sugar",0.25,categorical-6144-both_sexes-5.tsv,52,52,4,71,82,5,1.8840783947400648e-06,0.8658536585365854,True,0.2,500,
347,3564,"Never eat eggs, dairy, wheat, sugar",0.5,categorical-6144-both_sexes-5.tsv,77,13,33,80,82,5,1.289008049105904e-07,0.975609756097561,True,0.2,500,
348,3593,Mouth/teeth dental problems,0.01,categorical-6149-both_sexes-3.tsv,1,1,0,0,3,0,1.8967721035479783e-06,0.0,True,0.2,500,
349,3593,Mouth/teeth dental problems,0.025,categorical-6149-both_sexes-3.tsv,1,1,0,0,3,0,1.8967583470930527e-06,0.0,True,0.2,500,
350,3593,Mouth/teeth dental problems,0.05,categorical-6149-both_sexes-3.tsv,1,1,0,0,3,0,1.896721664188756e-06,0.0,True,0.2,500,
351,3593,Mouth/teeth dental problems,0.1,categorical-6149-both_sexes-3.tsv,1,1,0,0,3,0,1.8966483026366364e-06,0.0,True,0.2,500,
352,3593,Mouth/teeth dental problems,0.25,categorical-6149-both_sexes-3.tsv,1,1,0,0,3,0,1.8952005739310651e-06,0.0,True,0.2,500,
353,3593,Mouth/teeth dental problems,0.5,categorical-6149-both_sexes-3.tsv,2,0,1,2,3,0,9.850406200298405e-08,0.6666666666666666,True,0.2,500,
354,3596,Mouth/teeth dental problems,0.01,categorical-6149-both_sexes-6.tsv,92,92,9,106,129,12,1.8967721035479783e-06,0.8217054263565892,True,0.2,500,
355,3596,Mouth/teeth dental problems,0.025,categorical-6149-both_sexes-6.tsv,92,92,9,106,129,12,1.8967583470930527e-06,0.8217054263565892,True,0.2,500,
356,3596,Mouth/teeth dental problems,0.05,categorical-6149-both_sexes-6.tsv,92,92,9,106,129,12,1.896721664188756e-06,0.8217054263565892,True,0.2,500,
357,3596,Mouth/teeth dental problems,0.1,categorical-6149-both_sexes-6.tsv,92,92,9,106,129,12,1.8966483026366364e-06,0.8217054263565892,True,0.2,500,
358,3596,Mouth/teeth dental problems,0.25,categorical-6149-both_sexes-6.tsv,92,92,9,106,129,12,1.8952005739310651e-06,0.8217054263565892,True,0.2,500,
359,3596,Mouth/teeth dental problems,0.5,categorical-6149-both_sexes-6.tsv,124,19,75,128,129,12,9.850406200298405e-08,0.992248062015504,True,0.2,500,
360,3608,Fractured bone site(s),0.01,categorical-6151-both_sexes-7.tsv,5,5,0,2,2,0,1.8971257377885569e-06,1.0,True,0.2,500,
361,3608,Fractured bone site(s),0.025,categorical-6151-both_sexes-7.tsv,5,5,0,2,2,0,1.8971257377885569e-06,1.0,True,0.2,500,
362,3608,Fractured bone site(s),0.05,categorical-6151-both_sexes-7.tsv,5,5,0,2,2,0,1.8971257377885569e-06,1.0,True,0.2,500,
363,3608,Fractured bone site(s),0.1,categorical-6151-both_sexes-7.tsv,5,5,0,2,2,0,1.8971257377885569e-06,1.0,True,0.2,500,
364,3608,Fractured bone site(s),0.25,categorical-6151-both_sexes-7.tsv,5,5,0,2,2,0,1.8971257377885569e-06,1.0,True,0.2,500,
365,3608,Fractured bone site(s),0.5,categorical-6151-both_sexes-7.tsv,2,0,1,2,2,0,6.855178963748542e-08,1.0,True,0.2,500,
366,3624,"Medication for pain relief, constipation, heartburn",0.01,categorical-6154-both_sexes-3.tsv,63,63,11,77,91,13,1.897125012392188e-06,0.8461538461538461,True,0.2,500,
367,3624,"Medication for pain relief, constipation, heartburn",0.025,categorical-6154-both_sexes-3.tsv,63,63,11,77,91,13,1.897125012392188e-06,0.8461538461538461,True,0.2,500,
368,3624,"Medication for pain relief, constipation, heartburn",0.05,categorical-6154-both_sexes-3.tsv,63,63,11,77,91,13,1.897111250816065e-06,0.8461538461538461,True,0.2,500,
369,3624,"Medication for pain relief, constipation, heartburn",0.1,categorical-6154-both_sexes-3.tsv,65,61,13,78,91,13,1.8812270118111932e-06,0.8571428571428571,True,0.2,500,
370,3624,"Medication for pain relief, constipation, heartburn",0.25,categorical-6154-both_sexes-3.tsv,81,30,18,88,91,13,4.269145739142926e-07,0.967032967032967,True,0.2,500,
371,3624,"Medication for pain relief, constipation, heartburn",0.5,categorical-6154-both_sexes-3.tsv,86,15,44,90,91,13,1.1120238270886299e-07,0.989010989010989,True,0.2,500,
372,3629,Vitamin and mineral supplements,0.01,categorical-6155-both_sexes-100.tsv,19,19,1,20,22,2,1.897125495989767e-06,0.9090909090909092,True,0.2,500,
373,3629,Vitamin and mineral supplements,0.025,categorical-6155-both_sexes-100.tsv,19,19,1,20,22,2,1.88003742877271e-06,0.9090909090909092,True,0.2,500,
374,3629,Vitamin and mineral supplements,0.05,categorical-6155-both_sexes-100.tsv,18,15,1,21,22,2,1.4850236782035603e-06,0.9545454545454546,True,0.2,500,
375,3629,Vitamin and mineral supplements,0.1,categorical-6155-both_sexes-100.tsv,22,8,2,22,22,2,6.753871739978153e-07,1.0,True,0.2,500,
376,3629,Vitamin and mineral supplements,0.25,categorical-6155-both_sexes-100.tsv,18,2,5,22,22,2,1.6919952098969586e-07,1.0,True,0.2,500,
377,3629,Vitamin and mineral supplements,0.5,categorical-6155-both_sexes-100.tsv,22,3,13,22,22,2,8.417604488024373e-08,1.0,True,0.2,500,
378,3665,Leisure/social activities,0.01,categorical-6160-both_sexes-4.tsv,4,4,2,2,2,2,1.8971256168891616e-06,1.0,True,0.2,500,
379,3665,Leisure/social activities,0.025,categorical-6160-both_sexes-4.tsv,4,4,2,2,2,2,1.8971256168891616e-06,1.0,True,0.2,500,
